RESPID_AP20,LANGUAGE_AP20,INTERVIEW_START_AP20,INTERVIEW_END_AP20,ECON1MOD_AP20,ECON1BMOD_AP20,TYPOLOGYb_AP20,COVIDWORK_a_AP20,COVIDWORK_b_AP20,COMATTACH_AP20,VET1_AP20,VOL12_CPS_AP20,HLTHRATE_AP20,DISA_AP20,ROBWRK_AP20,RESPFUT_AP20,EMINUSE_AP20,INTMOB_AP20,INTFREQ_AP20,HOMEINTSERV_AP20,SMUSE_a_AP20,SMUSE_b_AP20,SMUSE_c_AP20,SMUSE_d_AP20,SMUSE_e_AP20,SMUSE_f_AP20,SMUSE_g_AP20,SMUSE_h_AP20,BOOKS_AP20,RADIO_AP20,DEVICE1a_AP20,SMART2_AP20,RELIG_AP20,BORN_AP20,ATTEND_AP20,RELIMP_AP20,PRAY_AP20,REG_AP20,INSURANCE_AP20,SEXASK_AP20,MARITAL_AP20,PARTY_AP20,PARTYLN_AP20,HISP_AP20,RACEMOD_1_AP20,RACEMOD_2_AP20,RACEMOD_3_AP20,RACEMOD_4_AP20,RACEMOD_5_AP20,RACEMOD_6_AP20,RACECMB_AP20,AGE_AP20,EDUC_ACS_AP20,NUMADULTS_AP20,NATIVITY_AP20,INCOME_AP20,REGION_NAME,MSA,MODE,BASEWEIGHT,WEIGHT
30.0,English,2020-06-04,2020-06-04 17:59:47,Good,About the same,Business corporations make too much profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",No,Very good,No,Definitely not happen,Employers,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",4.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Somewhat important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,52.0,"Associate’s degree (for example: AA, AS)",2.0,U.S.,"$50,000 to less than $75,000",South,Metropolitan Statistical Area,Online,2.1311079940977207,0.9880734859926975
31.0,English,2020-06-04,2020-06-04 18:16:18,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Very attached,"Yes, self",Yes,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",8.0,Yes,"Yes, have a cellphone","Yes, smartphone","Something else, Specify:",,Seldom,Somewhat important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Divorced,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,68.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$100,000 to less than $150,000",West,Metropolitan Statistical Area,Online,1.0655539970488603,0.2430980191360858
32.0,English,2020-06-04,2020-06-04 18:18:45,Good,About the same,Business corporations make too much profit,"No, has not happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Excellent,No,Probably happen,The federal government,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once a week,Somewhat important,Once a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,27.0,"Bachelor’s degree (for example: BA, BS)",3.0,U.S.,"$40,000 to less than $50,000",Midwest,Metropolitan Statistical Area,Online,3.196661991146581,1.4841751972729447
33.0,English,2020-06-04,2020-06-04 18:39:39,Only fair,Better,Business corporations make too much profit,"No, has not happened","Yes, has happened",Not too attached,"No, nobody in household",No,Good,No,Definitely happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Never,Very important,Once a day,You are NOT registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,No,White,Black or African American,0.0,0.0,0.0,0.0,Mixed Race,28.0,Regular high school diploma,2.0,U.S.,"$50,000 to less than $75,000",South,Metropolitan Statistical Area,Online,1.214402768146234,1.5798994981862722
34.0,English,2020-06-04,2020-06-04 18:42:42,Poor,Better,Business corporations make too much profit,"No, has not happened","Yes, has happened",Very attached,"No, nobody in household",No,Good,No,Probably not happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",4.0,Yes,"Yes, have a cellphone","Yes, smartphone",Atheist,,Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,56.0,"Some college credit, but less than 1 year of college credit",2.0,U.S.,"$150,000 or more",West,Metropolitan Statistical Area,Online,1.626633001664655,0.4005184110545624
35.0,English,2020-06-04,2020-06-04 18:56:49,Only fair,Better,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",No,Excellent,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once or twice a month,Somewhat important,Once a week,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Living with a partner,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,29.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$40,000 to less than $50,000",West,Metropolitan Statistical Area,Online,2.1311079940977207,1.3860462967572424
36.0,English,2020-06-04,2020-06-04 19:01:05,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"Yes, someone else in household",Yes,Very good,No,Definitely happen,Schools,Yes,Yes,About once a day,Satellite service received through a satellite dish installed at home,"Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",10.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,76.0,"1 or more years of college credit, no degree",2.0,U.S.,"$75,000 to less than $100,000",West,Metropolitan Statistical Area,Online,2.1311079940977207,0.8173822473726082
37.0,English,2020-06-04,2020-06-04 19:15:59,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Very attached,"Yes, self",No,Good,Yes,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Divorced,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,77.0,"Associate’s degree (for example: AA, AS)",3.0,U.S.,"$30,000 to less than $40,000",Midwest,Metropolitan Statistical Area,Online,3.196661991146581,0.9141891991620987
38.0,English,2020-06-04,2020-06-04 19:21:37,Good,Worse,Business corporations make too much profit,"Yes, has happened","No, has not happened",Not too attached,"No, nobody in household",Yes,Good,No,Probably happen,The federal government,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",20.0,Yes,"Yes, have a cellphone","Yes, smartphone",Agnostic,,Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,62.0,"1 or more years of college credit, no degree",3.0,U.S.,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Online,3.196661991146581,1.0884047790779656
39.0,English,2020-06-04,2020-06-04 19:29:05,Poor,About the same,Business corporations make too much profit,"Yes, has happened",Refused,Very attached,"No, nobody in household",Yes,Very good,No,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this",35.0,Yes,"Yes, have a cellphone","Yes, smartphone","Something else, Specify:",,Seldom,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Something else,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,69.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$50,000 to less than $75,000",West,Metropolitan Statistical Area,Online,2.1311079940977207,0.7306668165904877
40.0,English,2020-06-04,2020-06-04 20:13:20,Good,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",No,Very good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",24.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,65.0,"Associate’s degree (for example: AA, AS)",1.0,U.S.,"$40,000 to less than $50,000",Northeast,Metropolitan Statistical Area,Online,0.9850835826058248,0.4992675456101636
41.0,English,2020-06-04,2020-06-04 21:39:54,Good,About the same,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Not too attached,"No, nobody in household",No,Very good,No,Probably happen,Schools,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,,Never,Not at all important,A few times a month,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Never been married,Republican,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,20.0,Regular high school diploma,1.0,U.S.,"Less than $10,000",Midwest,Metropolitan Statistical Area,Online,0.607201384073117,0.8864745635119986
42.0,English,2020-06-04,2020-06-04 21:55:27,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",Yes,Good,Yes,Probably not happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",95 or more,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,54.0,"Associate’s degree (for example: AA, AS)",3.0,U.S.,"$100,000 to less than $150,000",Midwest,Metropolitan Statistical Area,Online,3.196661991146581,1.4811408492441598
43.0,English,2020-06-04,2020-06-04 22:26:34,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Mormon (Church of Jesus Christ of Latter-day Saints or LDS),"Yes, born-again or evangelical Christian",Seldom,Somewhat important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Male,Never been married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,40.0,Regular high school diploma,1.0,U.S.,"$30,000 to less than $40,000",West,Metropolitan Statistical Area,Online,1.0655539970488603,1.3109946020687884
44.0,English,2020-06-04,2020-06-04 23:13:15,Only fair,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Very good,No,Probably happen,Individuals themselves,Yes,Yes,About once a day,Other kind of connection,"Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",6.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,61.0,"Associate’s degree (for example: AA, AS)",2.0,U.S.,"$100,000 to less than $150,000",West,Metropolitan Statistical Area,Online,2.1311079940977207,0.8165500549789213
45.0,English,2020-06-05,2020-06-05 05:50:49,Poor,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Very attached,"No, nobody in household",No,Fair,Yes,Definitely happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this",Refused,"Yes, use this","No, don’t use this","Yes, use this",Refused,Refused,0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"Yes, born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,88.0,No schooling completed,6.0,Another country,"$30,000 to less than $40,000",South,Metropolitan Statistical Area,Online,2.9552507478174745,1.654388765473947
